atlas_id,model_name,scope,site,organism,drug,raw_auc,raw_auc_ci_low,raw_auc_ci_high,matched_auc,matched_auc_ci_low,matched_auc_ci_high,stratum_centered_auc,stratum_centered_auc_ci_low,stratum_centered_auc_ci_high,pairwise_accuracy,pairwise_comparisons,permutation_p,matched_retention,n_total,n_r,n_matched,n_matched_r,n_valid_strata,audit_adequacy_label,audit_interpretation_category,exact_background_auc,background_burden_auc,observed_minus_exact_background_auc,observed_minus_burden_auc,co_resistance_adequacy_label,co_resistance_interpretation,calibration_auc,brier,expected_calibration_error,balanced_accuracy,calibration_label,centered_auc_n3,retention_n3,valid_strata_n3,centered_auc_n5,retention_n5,valid_strata_n5,centered_auc_n10,retention_n10,valid_strata_n10,atlas_interpretation,pre_specified_outcome,prediction_match,clonal_conservation_score,co_resistance_collinearity,pre_specified_rationale,locked_before_run,notes
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Amoxicillin-Clavulanic acid,0.650345,0.62079,0.683266,0.637259,0.598376,0.676997,0.541193,0.506363,0.576476,0.54614,68043,0.0459082,0.922458,1367,383,1261,313,14,interpretable,background_driven_collapse,0.627205,0.687527,0.0231405,-0.0371811,interpretable,exact_background_competitive,0.650345,0.229865,0.194027,0.604882,borderline_calibration,0.5412,0.9225,14,0.5393,0.9034,11,0.5458,0.7710,4,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Cefepime,0.866636,0.806268,0.927913,0.836765,0.721212,0.92197,0.658824,0.511426,0.789272,0.907563,238,0.00199601,0.0601626,1230,65,74,34,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.994876,0.984979,-0.12824,-0.118343,interpretable,exact_background_competitive,0.866636,0.0701507,0.121275,0.80624,well_calibrated,0.6588,0.0602,2,,0.0000,0,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Ceftazidime,0.837782,0.793327,0.876165,0.410417,0.239583,0.610887,0.366667,0.185714,0.557471,0.309211,152,0.918164,0.0373906,1257,120,47,32,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.98872,0.938471,-0.150938,-0.100689,interpretable,exact_background_competitive,0.837782,0.101364,0.127086,0.776396,well_calibrated,0.3667,0.0374,3,0.2273,0.0215,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Ceftriaxone,0.863259,0.831255,0.887816,0.663306,0.532789,0.804545,0.644873,0.529481,0.752016,0.777778,558,0.00399202,0.109353,1390,258,152,28,6,interpretable,focal_signal_retained,0.99384,0.87355,-0.130581,-0.0102908,interpretable,exact_background_competitive,0.863259,0.130287,0.144403,0.793201,well_calibrated,0.6449,0.1094,6,0.6528,0.0388,2,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Ciprofloxacin,0.822524,0.797188,0.847401,0.834686,0.798446,0.865991,0.703005,0.666014,0.742957,0.75409,31052,0.00199601,0.619259,1350,355,836,213,9,interpretable,focal_signal_retained,0.860127,0.826067,-0.0376035,-0.00354307,interpretable,exact_background_competitive,0.822524,0.170743,0.15456,0.737037,borderline_calibration,0.7030,0.6193,9,0.7050,0.6148,8,0.7429,0.4896,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,A-2018,Escherichia coli,Norfloxacin,0.742588,0.677387,0.795575,,,,,,,,0,,0,439,87,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999853,0.956194,-0.257266,-0.213607,interpretable,exact_background_competitive,0.742588,0.193551,0.176794,0.655189,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Amoxicillin-Clavulanic acid,0.694268,0.620248,0.768607,0.576016,0.426136,0.728702,0.576016,0.418019,0.705085,0.576016,1526,0.185629,0.621212,198,61,123,14,1,interpretable,partially_retained_or_uncertain,0.795979,0.861912,-0.101711,-0.167644,interpretable,exact_background_competitive,0.694268,0.224354,0.178064,0.647242,borderline_calibration,0.5760,0.6212,1,0.5760,0.6212,1,0.5760,0.6212,1,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Cefepime,0.753215,0.664623,0.828865,,,,,,,,0,,0,213,43,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.996785,0.997127,-0.24357,-0.243912,interpretable,exact_background_competitive,0.753215,0.142801,0.0725795,0.647674,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftazidime,0.734921,0.650312,0.824004,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.264683,-0.261772,interpretable,exact_background_competitive,0.734921,0.148506,0.0758478,0.665675,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftriaxone,0.743122,0.655796,0.826165,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.256481,-0.253571,interpretable,exact_background_competitive,0.743122,0.166101,0.117021,0.702579,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ciprofloxacin,0.773735,0.696176,0.840323,0.86,0.640351,1,0.86,0.666667,1,0.86,100,0.00598802,0.117925,212,58,25,20,1,caution_low_n_matched,caution_low_matched_support,0.973018,0.944749,-0.199283,-0.171014,interpretable,exact_background_competitive,0.773735,0.192311,0.161604,0.699843,borderline_calibration,0.8600,0.1179,1,0.8600,0.1179,1,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Norfloxacin,0.702642,0.632439,0.780297,0.343119,0.169643,0.590909,0.343119,0.185185,0.576147,0.343119,545,0.886228,0.542857,210,69,114,5,1,interpretable,background_driven_collapse,0.910988,0.917874,-0.208346,-0.215233,interpretable,exact_background_competitive,0.702642,0.227658,0.178222,0.662504,borderline_calibration,0.3431,0.5429,1,0.3431,0.5429,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,0.535443,0.493223,0.585594,0.555868,0.509287,0.610458,0.49745,0.449114,0.550218,0.48413,24417,0.634731,0.892461,902,230,805,181,10,interpretable,weak_raw_signal,0.687332,0.687616,-0.151889,-0.152174,interpretable,exact_background_competitive,0.535443,0.264539,0.246496,0.518032,borderline_calibration,0.4975,0.8925,10,0.5114,0.8481,7,0.4749,0.7727,5,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Cefepime,0.648248,0.592315,0.707532,0.378788,0.2,0.561404,0.393939,0.236842,0.54878,0.420635,126,0.912176,0.0771757,609,113,47,11,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.986369,0.931353,-0.338121,-0.283106,interpretable,exact_background_competitive,0.648248,0.174554,0.132302,0.600994,well_calibrated,0.3939,0.0772,3,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftazidime,0.609256,0.562324,0.666593,0.502564,0.0746269,0.796875,0.502564,0.0746269,0.80303,0.502564,195,0.463074,0.0748899,908,139,68,3,1,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.990598,0.945393,-0.381342,-0.336137,interpretable,exact_background_competitive,0.609256,0.180103,0.161441,0.581939,borderline_calibration,0.5026,0.0749,1,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftriaxone,0.6233,0.571551,0.675755,0.726852,0.53,0.886957,0.726852,0.524793,0.907143,0.74359,117,0.0179641,0.0361446,913,148,33,9,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.995372,0.934036,-0.372072,-0.310736,interpretable,exact_background_competitive,0.6233,0.214529,0.228773,0.59705,borderline_calibration,0.7269,0.0361,2,0.7714,0.0285,1,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ciprofloxacin,0.749893,0.713097,0.791237,0.714243,0.64749,0.789365,0.646111,0.576998,0.720321,0.675048,7238,0.00199601,0.476298,886,188,422,65,4,interpretable,focal_signal_retained,0.918323,0.847676,-0.16843,-0.0977832,interpretable,exact_background_competitive,0.749893,0.216062,0.232564,0.680577,borderline_calibration,0.6461,0.4763,4,0.6560,0.4379,2,0.6560,0.4379,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Norfloxacin,0.778693,0.727307,0.830761,,,,,,,,0,,0,442,118,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999804,0.878832,-0.221111,-0.100139,interpretable,exact_background_competitive,0.778693,0.214624,0.213054,0.701977,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,0.556721,0.519048,0.593933,0.555654,0.520972,0.597127,0.48632,0.451083,0.524779,0.471084,207464,0.886228,0.974423,1994,332,1943,309,11,interpretable,weak_raw_signal,0.522141,0.692509,0.0345806,-0.135788,interpretable,background_only_weak_or_ambiguous,0.556721,0.25949,0.332923,0.531897,poorly_calibrated,0.4863,0.9744,11,0.4899,0.9584,8,0.4918,0.9378,5,near_chance_or_ambiguous,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Cefepime,0.768753,0.707186,0.828052,0.647572,0.529601,0.766885,0.604608,0.445291,0.737858,0.667458,421,0.0538922,0.049402,1923,80,95,73,4,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.992078,0.97988,-0.223325,-0.211127,interpretable,exact_background_competitive,0.768753,0.107226,0.182867,0.704463,borderline_calibration,0.6046,0.0494,4,0.6267,0.0390,2,0.6000,0.0130,1,cautionary_background_only_competitive_but_residual_signal,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftazidime,0.727374,0.689081,0.766391,0.720012,0.65854,0.779065,0.581252,0.495387,0.66294,0.668272,6231,0.00399202,0.83392,1987,178,1657,62,8,interpretable,partially_retained_or_uncertain,0.969239,0.957587,-0.241865,-0.230213,interpretable,exact_background_competitive,0.727374,0.13533,0.170718,0.669061,borderline_calibration,0.5813,0.8339,8,0.5899,0.1419,6,0.7260,0.0780,1,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftriaxone,0.72581,0.688678,0.765601,0.67169,0.575483,0.773644,0.592311,0.480641,0.711382,0.521983,11236,0.0379242,0.821966,1994,198,1639,32,6,interpretable,partially_retained_or_uncertain,0.958987,0.927069,-0.233177,-0.201258,interpretable,exact_background_competitive,0.72581,0.173565,0.23415,0.661428,borderline_calibration,0.5923,0.8220,6,0.6186,0.8114,4,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,primary CNN/Mega export
ecoli_cnn,CNN/Mega,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ciprofloxacin,0.670566,0.639972,0.701023,0.666888,0.637059,0.69704,0.595914,0.563274,0.629237,0.615723,237917,0.00199601,0.984012,1939,371,1908,354,10,interpretable,partially_retained_or_uncertain,0.522197,0.725009,0.148369,-0.054443,interpretable,maldi_exceeds_exact_background,0.670566,0.24009,0.25987,0.621155,poorly_calibrated,0.5959,0.9840,10,0.5968,0.9629,7,0.6131,0.8932,2,weak_or_partial_within_background_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,primary CNN/Mega export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Amoxicillin-Clavulanic acid,0.613805,0.582329,0.64907,0.606581,0.568668,0.64666,0.465153,0.426305,0.505809,0.53816,68043,0.167665,0.922458,1367,383,1261,313,14,interpretable,background_driven_collapse,0.627205,0.687527,-0.0133998,-0.0737213,interpretable,exact_background_competitive,0.613805,0.246067,0.228708,0.51153,borderline_calibration,0.4652,0.9225,14,0.4596,0.9034,11,0.4854,0.7710,4,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Cefepime,0.887818,0.837465,0.929164,0.868382,0.788012,0.940735,0.575735,0.425439,0.72949,0.94958,238,0.00199601,0.0601626,1230,65,74,34,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.994876,0.984979,-0.107058,-0.0971608,interpretable,exact_background_competitive,0.887818,0.047107,0.0419346,0.5,well_calibrated,0.5757,0.0602,2,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Ceftazidime,0.804485,0.761444,0.845699,0.4,0.214583,0.558824,0.410417,0.266667,0.585973,0.375,152,0.932136,0.0373906,1257,120,47,32,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.98872,0.938471,-0.184235,-0.133986,interpretable,exact_background_competitive,0.804485,0.081298,0.0652635,0.511181,well_calibrated,0.4104,0.0374,3,0.3455,0.0215,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Ceftriaxone,0.861078,0.831231,0.886833,0.739055,0.616246,0.847268,0.825749,0.737308,0.904682,0.854839,558,0.00199601,0.109353,1390,258,152,28,6,interpretable,focal_signal_retained,0.99384,0.87355,-0.132762,-0.0124719,interpretable,exact_background_competitive,0.861078,0.108507,0.104579,0.670615,well_calibrated,0.8257,0.1094,6,0.8452,0.0388,2,,0.0000,0,background_only_competitive_but_residual_signal,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Ciprofloxacin,0.827574,0.802121,0.849584,0.844144,0.810173,0.871431,0.652469,0.592028,0.707056,0.782301,31052,0.00199601,0.619259,1350,355,836,213,9,interpretable,focal_signal_retained,0.860127,0.826067,-0.0325529,0.00150754,interpretable,exact_background_competitive,0.827574,0.141428,0.0929138,0.646182,well_calibrated,0.6525,0.6193,9,0.6584,0.6148,8,0.7545,0.4896,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,A-2018,Escherichia coli,Norfloxacin,0.684953,0.613766,0.750291,,,,,,,,0,,0,439,87,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999853,0.956194,-0.3149,-0.271242,interpretable,exact_background_competitive,0.684953,0.143659,0.110885,0.596411,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Amoxicillin-Clavulanic acid,0.603686,0.512007,0.68599,0.451507,0.270243,0.653904,0.451507,0.266138,0.651376,0.451507,1526,0.736527,0.621212,198,61,123,14,1,interpretable,background_driven_collapse,0.795979,0.861912,-0.192294,-0.258227,interpretable,exact_background_competitive,0.603686,0.266135,0.248186,0.5,borderline_calibration,0.4515,0.6212,1,0.4515,0.6212,1,0.4515,0.6212,1,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Cefepime,0.798906,0.725361,0.860694,,,,,,,,0,,0,213,43,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.996785,0.997127,-0.19788,-0.198222,interpretable,exact_background_competitive,0.798906,0.188631,0.186468,0.5,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftazidime,0.817063,0.738636,0.889815,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.18254,-0.17963,interpretable,exact_background_competitive,0.817063,0.181154,0.174697,0.5,borderline_calibration,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ceftriaxone,0.835317,0.765686,0.90142,,,,,,,,0,,0,213,45,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999603,0.996693,-0.164286,-0.161376,interpretable,exact_background_competitive,0.835317,0.1267,0.126832,0.635516,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Ciprofloxacin,0.815159,0.747656,0.881123,0.8,0.578947,0.960317,0.8,0.547619,0.978261,0.8,100,0.0219561,0.117925,212,58,25,20,1,caution_low_n_matched,caution_low_matched_support,0.973018,0.944749,-0.157859,-0.12959,interpretable,exact_background_competitive,0.815159,0.139962,0.0878869,0.683162,well_calibrated,0.8000,0.1179,1,0.8000,0.1179,1,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-B,Escherichia coli,Norfloxacin,0.753006,0.682334,0.832494,0.436697,0.1875,0.616514,0.436697,0.209091,0.605505,0.436697,545,0.686627,0.542857,210,69,114,5,1,interpretable,background_driven_collapse,0.910988,0.917874,-0.157981,-0.164868,interpretable,exact_background_competitive,0.753006,0.202993,0.174334,0.627197,borderline_calibration,0.4367,0.5429,1,0.4367,0.5429,1,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Amoxicillin-Clavulanic acid,0.559045,0.51751,0.613761,0.606451,0.549503,0.655275,0.532529,0.483106,0.582319,0.547692,24417,0.00199601,0.892461,902,230,805,181,10,interpretable,weak_raw_signal,0.687332,0.687616,-0.128287,-0.128571,interpretable,exact_background_competitive,0.559045,0.218625,0.184985,0.508696,borderline_calibration,0.5325,0.8925,10,0.5387,0.8481,7,0.5374,0.7727,5,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Cefepime,0.564802,0.5043,0.629184,0.199495,0.0714286,0.358333,0.272727,0.13141,0.426282,0.214286,126,0.998004,0.0771757,609,113,47,11,3,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.986369,0.931353,-0.421567,-0.366552,interpretable,exact_background_competitive,0.564802,0.176652,0.166684,0.5,borderline_calibration,0.2727,0.0772,3,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftazidime,0.605888,0.554884,0.660728,0.292308,0.0746269,0.626866,0.292308,0.0597015,0.626866,0.292308,195,0.88024,0.0748899,908,139,68,3,1,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.990598,0.945393,-0.38471,-0.339505,interpretable,exact_background_competitive,0.605888,0.140248,0.11356,0.5,well_calibrated,0.2923,0.0749,1,,0.0000,0,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ceftriaxone,0.649929,0.593388,0.701591,0.763889,0.591304,0.907143,0.768519,0.578261,0.913223,0.803419,117,0.00798403,0.0361446,913,148,33,9,2,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.995372,0.934036,-0.345443,-0.284106,interpretable,exact_background_competitive,0.649929,0.136342,0.100847,0.565395,well_calibrated,0.7685,0.0361,2,0.7810,0.0285,1,,0.0000,0,cautionary_background_only_competitive_but_residual_signal,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Ciprofloxacin,0.804403,0.762827,0.840455,0.795001,0.729487,0.850242,0.682482,0.587504,0.780203,0.755457,7238,0.00199601,0.476298,886,188,422,65,4,interpretable,focal_signal_retained,0.918323,0.847676,-0.11392,-0.0432733,interpretable,exact_background_competitive,0.804403,0.11083,0.0347592,0.69834,well_calibrated,0.6825,0.4763,4,0.7434,0.4379,2,0.7434,0.4379,2,background_only_competitive_but_residual_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-C,Escherichia coli,Norfloxacin,0.785991,0.735832,0.834567,,,,,,,,0,,0,442,118,0,0,0,not_interpretable_no_valid_strata,insufficient_matched_overlap,0.999804,0.878832,-0.213813,-0.0928411,interpretable,exact_background_competitive,0.785991,0.136082,0.0691264,0.705299,well_calibrated,,0.0000,0,,0.0000,0,,0.0000,0,not_interpretable_or_sparse,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Amoxicillin-Clavulanic acid,0.559239,0.525493,0.591137,0.558437,0.52346,0.595248,0.486938,0.450555,0.524815,0.515887,207464,0.271457,0.974423,1994,332,1943,309,11,interpretable,weak_raw_signal,0.522141,0.692509,0.0370978,-0.13327,interpretable,background_only_weak_or_ambiguous,0.559239,0.150575,0.115114,0.501506,well_calibrated,0.4869,0.9744,11,0.4882,0.9584,8,0.4977,0.9378,5,near_chance_or_ambiguous,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Cefepime,0.749695,0.686554,0.800979,0.598381,0.468254,0.741667,0.476339,0.357143,0.608205,0.610451,421,0.129741,0.049402,1923,80,95,73,4,caution_low_n_matched_and_low_retention,caution_low_matched_support,0.992078,0.97988,-0.242383,-0.230185,interpretable,exact_background_competitive,0.749695,0.0394005,0.030943,0.50625,well_calibrated,0.4763,0.0494,4,0.4889,0.0390,2,0.6600,0.0130,1,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftazidime,0.703359,0.65748,0.745744,0.636809,0.565061,0.707962,0.472323,0.37856,0.558961,0.665222,6231,0.0479042,0.83392,1987,178,1657,62,8,interpretable,background_driven_collapse,0.969239,0.957587,-0.26588,-0.254228,interpretable,exact_background_competitive,0.703359,0.081365,0.0626008,0.502809,well_calibrated,0.4723,0.8339,8,0.4727,0.1419,6,0.7159,0.0780,1,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ceftriaxone,0.730968,0.684746,0.768547,0.651097,0.525959,0.765129,0.544648,0.419906,0.674359,0.416251,11236,0.00998004,0.821966,1994,198,1639,32,6,interpretable,background_driven_collapse,0.958987,0.927069,-0.228019,-0.196101,interpretable,exact_background_competitive,0.730968,0.078302,0.065802,0.558081,well_calibrated,0.5446,0.8220,6,0.5957,0.8114,4,,0.0000,0,background_only_competitive_and_weak_residual,,,,,,,local normalized export
ecoli_lgbm_single,LightGBM single-task,E. coli six-drug panel,DRIAMS-D,Escherichia coli,Ciprofloxacin,0.712117,0.678525,0.742526,0.708255,0.677478,0.73943,0.591114,0.55503,0.625907,0.655706,237917,0.00199601,0.984012,1939,371,1908,354,10,interpretable,partially_retained_or_uncertain,0.522197,0.725009,0.18992,-0.0128918,interpretable,maldi_exceeds_exact_background,0.712117,0.13106,0.0567794,0.588383,well_calibrated,0.5911,0.9840,10,0.6035,0.9629,7,0.6483,0.8932,2,weak_or_partial_within_background_signal,partial_retention,matched,high,high,fluoroquinolone resistance expected to retain lineage-linked residual signal after non-fluoroquinolone background matching,retrospective_rule_building,local normalized export
ecoli_lgbm_multi,LightGBM multi-task,E. coli six-drug panel,A-2018,Escherichia coli,Amoxicillin-Clavulanic acid,0.634714,0.598588,0.669542,0.625244,0.5855,0.663122,0.482051,0.441803,0.522117,0.536279,68043,0.191617,0.922458,1367,383,1261,313,14,interpretable,background_driven_collapse,0.627205,0.687527,0.00750918,-0.0528124,interpretable,exact_background_competitive,0.634714,0.228277,0.193721,0.52371,borderline_calibration,0.4821,0.9225,14,0.4835,0.9034,11,0.5057,0.7710,4,background_only_competitive_and_weak_residual,collapse,matched,low,moderate,mixed beta-lactam phenotype expected to be heterogeneous and background-sensitive,retrospective_rule_building,model-class isolate-level export
